Country-City,Date,Temperature,Timestamp
"Turkey, Istanbul",วันอาทิตย์ 12:11,18 °C,30/3/2025
"Turkmenistan, Ashgabat",วันอาทิตย์ 14:11,24 °C,30/3/2025
"Tuvalu, Funafuti",วันอาทิตย์ 21:11,29 °C,30/3/2025
"Uganda, Kampala",วันอาทิตย์ 12:11,21 °C,30/3/2025
"Ukraine, Dnipro*",วันอาทิตย์ 12:11,6 °C,30/3/2025
"Ukraine, Kyiv*",วันอาทิตย์ 12:11,7 °C,30/3/2025
"United Arab Emirates, Abu Dhabi, Abu Dhabi",วันอาทิตย์ 13:11,32 °C,30/3/2025
"United Arab Emirates, Dubai, Dubai",วันอาทิตย์ 13:11,33 °C,30/3/2025
"United Kingdom, England, London*",วันอาทิตย์ 10:11,11 °C,30/3/2025
"United Kingdom, Northern Ireland, Belfast*",วันอาทิตย์ 10:11,10 °C,30/3/2025
"United Kingdom, Scotland, Edinburgh*",วันอาทิตย์ 10:11,11 °C,30/3/2025
"United Kingdom, Scotland, Glasgow*",วันอาทิตย์ 10:11,10 °C,30/3/2025
"United Kingdom, Wales, Cardiff*",วันอาทิตย์ 10:11,10 °C,30/3/2025
"Uruguay, Montevideo",วันอาทิตย์ 06:11,15 °C,30/3/2025
"US Minor Outlying Islands, Midway",วันเสาร์ 22:11,17 °C,30/3/2025
"US Minor Outlying Islands, Wake Island",วันอาทิตย์ 21:11,25 °C,30/3/2025
"USA, Alabama, Montgomery*",วันอาทิตย์ 04:11,19 °C,30/3/2025
"USA, Alaska, Adak*",วันอาทิตย์ 00:11,2 °C,30/3/2025
"USA, Alaska, Anchorage*",วันอาทิตย์ 01:11,1 °C,30/3/2025
"USA, Alaska, Fairbanks*",วันอาทิตย์ 01:11,-15 °C,30/3/2025
"USA, Alaska, Juneau*",วันอาทิตย์ 01:11,6 °C,30/3/2025
"USA, Alaska, Unalaska*",วันอาทิตย์ 01:11,4 °C,30/3/2025
"USA, Arizona, Phoenix",วันอาทิตย์ 02:11,21 °C,30/3/2025
"USA, Arkansas, Little Rock*",วันอาทิตย์ 04:11,21 °C,30/3/2025
"USA, California, Los Angeles*",วันอาทิตย์ 02:11,13 °C,30/3/2025
"USA, California, Sacramento*",วันอาทิตย์ 02:11,12 °C,30/3/2025
"USA, California, San Diego*",วันอาทิตย์ 02:11,13 °C,30/3/2025
"USA, California, San Francisco*",วันอาทิตย์ 02:11,12 °C,30/3/2025
"USA, California, San Jose*",วันอาทิตย์ 02:11,12 °C,30/3/2025
"USA, Colorado, Denver*",วันอาทิตย์ 03:11,1 °C,30/3/2025
"USA, Connecticut, Hartford*",วันอาทิตย์ 05:11,3 °C,30/3/2025
"USA, Delaware, Dover*",วันอาทิตย์ 05:11,9 °C,30/3/2025
"USA, District of Columbia, Washington DC*",วันอาทิตย์ 05:11,19 °C,30/3/2025
"USA, Florida, Miami*",วันอาทิตย์ 05:11,24 °C,30/3/2025
"USA, Florida, Orlando*",วันอาทิตย์ 05:11,21 °C,30/3/2025
"USA, Florida, Pensacola*",วันอาทิตย์ 04:11,21 °C,30/3/2025
"USA, Georgia, Atlanta*",วันอาทิตย์ 05:11,18 °C,30/3/2025
"USA, Hawaii, Honolulu",วันเสาร์ 23:11,24 °C,30/3/2025
"USA, Idaho, Boise*",วันอาทิตย์ 03:11,2 °C,30/3/2025
"USA, Illinois, Chicago*",วันอาทิตย์ 04:11,14 °C,30/3/2025
"USA, Indiana, Indianapolis*",วันอาทิตย์ 05:11,17 °C,30/3/2025
"USA, Iowa, Des Moines*",วันอาทิตย์ 04:11,9 °C,30/3/2025
"USA, Kansas, Topeka*",วันอาทิตย์ 04:11,6 °C,30/3/2025
"USA, Kentucky, Louisville*",วันอาทิตย์ 05:11,18 °C,30/3/2025
"USA, Louisiana, New Orleans*",วันอาทิตย์ 04:11,21 °C,30/3/2025
"USA, Maine, Augusta*",วันอาทิตย์ 05:11,-3 °C,30/3/2025
"USA, Maryland, Baltimore*",วันอาทิตย์ 05:11,22 °C,30/3/2025
"USA, Massachusetts, Boston*",วันอาทิตย์ 05:11,2 °C,30/3/2025
"USA, Michigan, Detroit*",วันอาทิตย์ 05:11,10 °C,30/3/2025
"USA, Minnesota, Minneapolis*",วันอาทิตย์ 04:11,2 °C,30/3/2025
"USA, Minnesota, St. Paul*",วันอาทิตย์ 04:11,2 °C,30/3/2025
"USA, Mississippi, Jackson*",วันอาทิตย์ 04:11,19 °C,30/3/2025
"USA, Missouri, Kansas City*",วันอาทิตย์ 04:11,7 °C,30/3/2025
"USA, Missouri, St. Louis*",วันอาทิตย์ 04:11,18 °C,30/3/2025
"USA, Montana, Billings*",วันอาทิตย์ 03:11,-1 °C,30/3/2025
"USA, Nebraska, Lincoln*",วันอาทิตย์ 04:11,3 °C,30/3/2025
"USA, Nevada, Las Vegas*",วันอาทิตย์ 02:11,18 °C,30/3/2025
"USA, New Hampshire, Concord*",วันอาทิตย์ 05:11,0 °C,30/3/2025
"USA, New Jersey, Newark*",วันอาทิตย์ 05:11,8 °C,30/3/2025
"USA, New Mexico, Albuquerque*",วันอาทิตย์ 03:11,10 °C,30/3/2025
"USA, New York, New York*",วันอาทิตย์ 05:11,6 °C,30/3/2025
"USA, North Carolina, Raleigh*",วันอาทิตย์ 05:11,19 °C,30/3/2025
"USA, North Dakota, Bismarck*",วันอาทิตย์ 04:11,-2 °C,30/3/2025
"USA, Ohio, Columbus*",วันอาทิตย์ 05:11,16 °C,30/3/2025
"USA, Oklahoma, Oklahoma City*",วันอาทิตย์ 04:11,12 °C,30/3/2025
"USA, Oregon, Portland*",วันอาทิตย์ 02:11,7 °C,30/3/2025
"USA, Oregon, Salem*",วันอาทิตย์ 02:11,7 °C,30/3/2025
"USA, Pennsylvania, Philadelphia*",วันอาทิตย์ 05:11,7 °C,30/3/2025
"USA, Rhode Island, Providence*",วันอาทิตย์ 05:11,2 °C,30/3/2025
"USA, South Carolina, Columbia*",วันอาทิตย์ 05:11,17 °C,30/3/2025
"USA, South Dakota, Rapid City*",วันอาทิตย์ 03:11,-2 °C,30/3/2025
"USA, South Dakota, Sioux Falls*",วันอาทิตย์ 04:11,1 °C,30/3/2025
"USA, Tennessee, Knoxville*",วันอาทิตย์ 05:11,19 °C,30/3/2025
"USA, Tennessee, Nashville*",วันอาทิตย์ 04:11,18 °C,30/3/2025
"USA, Texas, Austin*",วันอาทิตย์ 04:11,22 °C,30/3/2025
"USA, Texas, Dallas*",วันอาทิตย์ 04:11,19 °C,30/3/2025
"USA, Texas, Houston*",วันอาทิตย์ 04:11,23 °C,30/3/2025
"USA, Texas, Midland*",วันอาทิตย์ 04:11,19 °C,30/3/2025
"USA, Utah, Salt Lake City*",วันอาทิตย์ 03:11,5 °C,30/3/2025
"USA, Vermont, Montpelier*",วันอาทิตย์ 05:11,1 °C,30/3/2025
"USA, Virginia, Richmond*",วันอาทิตย์ 05:11,18 °C,30/3/2025
"USA, Washington, Seattle*",วันอาทิตย์ 02:11,8 °C,30/3/2025
"USA, West Virginia, Charleston*",วันอาทิตย์ 05:11,19 °C,30/3/2025
"USA, Wisconsin, Madison*",วันอาทิตย์ 04:11,2 °C,30/3/2025
"USA, Wisconsin, Milwaukee*",วันอาทิตย์ 04:11,2 °C,30/3/2025
"USA, Wyoming, Cheyenne*",วันอาทิตย์ 03:11,0 °C,30/3/2025
"Uzbekistan, Tashkent",วันอาทิตย์ 14:11,18 °C,30/3/2025
"Vanuatu, Port Vila",วันอาทิตย์ 20:11,26 °C,30/3/2025
"Vatican City State, Vatican City*",วันอาทิตย์ 11:11,15 °C,30/3/2025
"Venezuela, Caracas",วันอาทิตย์ 05:11,23 °C,30/3/2025
"Vietnam, Hanoi",วันอาทิตย์ 16:11,17 °C,30/3/2025
"Vietnam, Ho Chi Minh",วันอาทิตย์ 16:11,33 °C,30/3/2025
"Western Sahara, El Aaiún",วันอาทิตย์ 09:11,16 °C,30/3/2025
"Yemen, Aden",วันอาทิตย์ 12:11,29 °C,30/3/2025
"Zimbabwe, Harare",วันอาทิตย์ 11:11,19 °C,30/3/2025
"Albania, Tirana*",วันอาทิตย์ 17:00,20 °C,30/3/2025
"Algeria, Algiers",วันอาทิตย์ 16:00,16 °C,30/3/2025
"Angola, Luanda",วันอาทิตย์ 16:00,30 °C,30/3/2025
"Antigua and Barbuda, Saint John's",วันอาทิตย์ 11:00,28 °C,30/3/2025
"Argentina, Buenos Aires",วันอาทิตย์ 12:00,24 °C,30/3/2025
"Argentina, Córdoba, Córdoba",วันอาทิตย์ 12:00,26 °C,30/3/2025
"Armenia, Yerevan",วันอาทิตย์ 19:00,18 °C,30/3/2025
"Australia, Australian Capital Territory, Canberra*",วันจันทร์ 02:00,15 °C,30/3/2025
"Australia, New South Wales, Sydney*",วันจันทร์ 02:00,20 °C,30/3/2025
"Australia, Northern Territory, Alice Springs",วันจันทร์ 00:30,22 °C,30/3/2025
"Australia, Northern Territory, Darwin",วันจันทร์ 00:30,28 °C,30/3/2025
"Australia, Queensland, Brisbane",วันจันทร์ 01:00,22 °C,30/3/2025
"Australia, Queensland, Cairns",วันจันทร์ 01:00,26 °C,30/3/2025
"Australia, South Australia, Adelaide*",วันจันทร์ 01:30,19 °C,30/3/2025
"Australia, Tasmania, Hobart*",วันจันทร์ 02:00,12 °C,30/3/2025
"Australia, Victoria, Melbourne*",วันจันทร์ 02:00,14 °C,30/3/2025
"Australia, Western Australia, Eucla",วันอาทิตย์ 23:45,19 °C,30/3/2025
"Australia, Western Australia, Perth",วันอาทิตย์ 23:00,23 °C,30/3/2025
"Austria, Vienna, Vienna*",วันอาทิตย์ 17:00,14 °C,30/3/2025
"Azerbaijan, Baku",วันอาทิตย์ 19:00,15 °C,30/3/2025
"Bahamas, Nassau*",วันอาทิตย์ 11:00,26 °C,30/3/2025
"Bahrain, Manama",วันอาทิตย์ 18:00,24 °C,30/3/2025
"Bangladesh, Dhaka",วันอาทิตย์ 21:00,34 °C,30/3/2025
"Barbados, Bridgetown",วันอาทิตย์ 11:00,29 °C,30/3/2025
"Belarus, Minsk",วันอาทิตย์ 18:00,11 °C,30/3/2025
"Belgium, Brussels, Brussels*",วันอาทิตย์ 17:00,13 °C,30/3/2025
"Belize, Belmopan",วันอาทิตย์ 09:00,26 °C,30/3/2025
"Benin, Porto Novo",วันอาทิตย์ 16:00,32 °C,30/3/2025
"Bermuda, Hamilton*",วันอาทิตย์ 12:00,20 °C,30/3/2025
"Bhutan, Thimphu",วันอาทิตย์ 21:00,9 °C,30/3/2025
"Bolivia, La Paz",วันอาทิตย์ 11:00,5 °C,30/3/2025
"Bosnia-Herzegovina, Sarajevo*",วันอาทิตย์ 17:00,12 °C,30/3/2025
"Botswana, Gaborone",วันอาทิตย์ 17:00,30 °C,30/3/2025
"Brazil, Acre, Rio Branco",วันอาทิตย์ 10:00,27 °C,30/3/2025
"Brazil, Amazonas, Manaus",วันอาทิตย์ 11:00,27 °C,30/3/2025
"Brazil, Bahia, Salvador",วันอาทิตย์ 12:00,29 °C,30/3/2025
"Brazil, Ceará, Fortaleza",วันอาทิตย์ 12:00,31 °C,30/3/2025
"Brazil, Distrito Federal, Brasilia",วันอาทิตย์ 12:00,27 °C,30/3/2025
"Brazil, Pará, Belém",วันอาทิตย์ 12:00,27 °C,30/3/2025
"Brazil, Pernambuco, Recife",วันอาทิตย์ 12:00,30 °C,30/3/2025
"Brazil, Rio de Janeiro, Rio de Janeiro",วันอาทิตย์ 12:00,29 °C,30/3/2025
"Brazil, São Paulo, São Paulo",วันอาทิตย์ 12:00,26 °C,30/3/2025
"Brunei, Bandar Seri Begawan",วันอาทิตย์ 23:00,26 °C,30/3/2025
"Bulgaria, Sofia*",วันอาทิตย์ 18:00,12 °C,30/3/2025
"Burundi, Bujumbura",วันอาทิตย์ 17:00,29 °C,30/3/2025
"Burundi, Gitega",วันอาทิตย์ 17:00,29 °C,30/3/2025
"Cabo Verde, Praia",วันอาทิตย์ 14:00,20 °C,30/3/2025
"Cambodia, Phnom Penh",วันอาทิตย์ 22:00,31 °C,30/3/2025
"Cameroon, Yaoundé",วันอาทิตย์ 16:00,31 °C,30/3/2025
"Canada, Alberta, Calgary*",วันอาทิตย์ 09:00,-6 °C,30/3/2025
"Canada, Alberta, Edmonton*",วันอาทิตย์ 09:00,-9 °C,30/3/2025
"Canada, British Columbia, Vancouver*",วันอาทิตย์ 08:00,3 °C,30/3/2025
"Canada, Manitoba, Winnipeg*",วันอาทิตย์ 10:00,-5 °C,30/3/2025
"Canada, New Brunswick, Saint John*",วันอาทิตย์ 12:00,1 °C,30/3/2025
"Canada, Newfoundland and Labrador, Happy Valley-Goose Bay*",วันอาทิตย์ 12:00,-9 °C,30/3/2025
"Canada, Newfoundland and Labrador, Mary's Harbour*",วันอาทิตย์ 12:30,-5 °C,30/3/2025
"Canada, Newfoundland and Labrador, St. John's*",วันอาทิตย์ 12:30,0 °C,30/3/2025
"Canada, Northwest Territories, Inuvik*",วันอาทิตย์ 09:00,-14 °C,30/3/2025
"Canada, Northwest Territories, Yellowknife*",วันอาทิตย์ 09:00,-23 °C,30/3/2025
"Canada, Nova Scotia, Halifax*",วันอาทิตย์ 12:00,2 °C,30/3/2025
"Canada, Nunavut, Alert*",วันอาทิตย์ 11:00,-27 °C,30/3/2025
"Canada, Nunavut, Baker Lake*",วันอาทิตย์ 10:00,-33 °C,30/3/2025
"Canada, Nunavut, Coral Harbour",วันอาทิตย์ 10:00,-27 °C,30/3/2025
"Canada, Nunavut, Eureka",วันอาทิตย์ 10:00,-32 °C,30/3/2025
"Canada, Nunavut, Pond Inlet*",วันอาทิตย์ 11:00,-29 °C,30/3/2025
"Canada, Nunavut, Resolute Bay*",วันอาทิตย์ 10:00,-28 °C,30/3/2025
"Canada, Ontario, Ottawa*",วันอาทิตย์ 11:00,-2 °C,30/3/2025
"Canada, Ontario, Toronto*",วันอาทิตย์ 11:00,2 °C,30/3/2025
"Canada, Quebec, Blanc-Sablon",วันอาทิตย์ 11:00,-4 °C,30/3/2025
"Canada, Quebec, Chibougamau*",วันอาทิตย์ 11:00,-10 °C,30/3/2025
"Canada, Quebec, Kuujjuaq*",วันอาทิตย์ 11:00,-18 °C,30/3/2025
"Canada, Quebec, Montréal*",วันอาทิตย์ 11:00,-1 °C,30/3/2025
"Canada, Quebec, Québec*",วันอาทิตย์ 11:00,-1 °C,30/3/2025
"Canada, Saskatchewan, Regina",วันอาทิตย์ 09:00,-8 °C,30/3/2025
"Canada, Yukon, Whitehorse",วันอาทิตย์ 08:00,-3 °C,30/3/2025
"Cayman Islands, Grand Cayman, George Town",วันอาทิตย์ 10:00,29 °C,30/3/2025
"Central African Republic, Bangui",วันอาทิตย์ 16:00,22 °C,30/3/2025
"Chad, N'Djamena",วันอาทิตย์ 16:00,43 °C,30/3/2025
"Chile, Easter Island*",วันอาทิตย์ 10:00,21 °C,30/3/2025
"Chile, Punta Arenas",วันอาทิตย์ 12:00,5 °C,30/3/2025
"Chile, Santiago*",วันอาทิตย์ 12:00,13 °C,30/3/2025
"China, Beijing Municipality, Beijing",วันอาทิตย์ 23:00,11 °C,30/3/2025
"China, Chongqing Municipality, Chongqing",วันอาทิตย์ 23:00,10 °C,30/3/2025
"China, Guangdong, Shenzhen",วันอาทิตย์ 23:00,11 °C,30/3/2025
"China, Jiangsu, Suzhou",วันอาทิตย์ 23:00,8 °C,30/3/2025
"China, Shanghai Municipality, Shanghai",วันอาทิตย์ 23:00,8 °C,30/3/2025
"China, Tibet, Lhasa",วันอาทิตย์ 23:00,20 °C,30/3/2025
"China, Xinjiang, Ürümqi",วันอาทิตย์ 23:00,7 °C,30/3/2025
"Colombia, Bogota",วันอาทิตย์ 10:00,17 °C,30/3/2025
"Congo, Brazzaville",วันอาทิตย์ 16:00,30 °C,30/3/2025
"Congo Dem. Rep., Kinshasa",วันอาทิตย์ 16:00,30 °C,30/3/2025
"Cook Islands, Rarotonga",วันอาทิตย์ 05:00,27 °C,30/3/2025
"Costa Rica, San Jose",วันอาทิตย์ 09:00,23 °C,30/3/2025
"Cote d'Ivoire (Ivory Coast), Abidjan",วันอาทิตย์ 15:00,31 °C,30/3/2025
"Cote d'Ivoire (Ivory Coast), Yamoussoukro",วันอาทิตย์ 15:00,33 °C,30/3/2025
"Croatia, Zagreb*",วันอาทิตย์ 17:00,13 °C,30/3/2025
"Cuba, Havana*",วันอาทิตย์ 11:00,26 °C,30/3/2025
"Cyprus, Nicosia*",วันอาทิตย์ 18:00,17 °C,30/3/2025
"Czechia, Prague*",วันอาทิตย์ 17:00,9 °C,30/3/2025
"Denmark, Copenhagen*",วันอาทิตย์ 17:00,7 °C,30/3/2025
"Djibouti, Djibouti",วันอาทิตย์ 18:00,32 °C,30/3/2025
"Dominica, Roseau",วันอาทิตย์ 11:00,28 °C,30/3/2025
"Dominican Republic, Santo Domingo",วันอาทิตย์ 11:00,25 °C,30/3/2025
"Ecuador, Guayaquil",วันอาทิตย์ 10:00,26 °C,30/3/2025
"Ecuador, Quito",วันอาทิตย์ 10:00,12 °C,30/3/2025
"Egypt, Cairo",วันอาทิตย์ 17:00,27 °C,30/3/2025
"El Salvador, San Salvador",วันอาทิตย์ 09:00,30 °C,30/3/2025
"Equatorial Guinea, Malabo",วันอาทิตย์ 16:00,30 °C,30/3/2025
"Estonia, Tallinn*",วันอาทิตย์ 18:00,9 °C,30/3/2025
"Eswatini, Mbabane",วันอาทิตย์ 17:00,30 °C,30/3/2025
"Ethiopia, Addis Ababa",วันอาทิตย์ 18:00,20 °C,30/3/2025
"Falkland Islands, Stanley",วันอาทิตย์ 12:00,8 °C,30/3/2025
"Faroe Islands, Tórshavn*",วันอาทิตย์ 16:00,6 °C,30/3/2025
"Fiji, Suva",วันจันทร์ 03:00,24 °C,30/3/2025
"Finland, Helsinki*",วันอาทิตย์ 18:00,8 °C,30/3/2025
"Finland, Kemi*",วันอาทิตย์ 18:00,4 °C,30/3/2025
"Finland, Rovaniemi*",วันอาทิตย์ 18:00,2 °C,30/3/2025
"France, Kerguelen, Port-aux-Francais",วันอาทิตย์ 20:00,6 °C,30/3/2025
"France, Paris, Paris*",วันอาทิตย์ 17:00,15 °C,30/3/2025
